feature	GeneSymbol	hgnc_id	chr	start	end
ENSG00000158856	DMTN	3382.0	8	21906506	21940038
ENSG00000158863	FAM160B2	16492.0	8	21946670	21962409
ENSG00000173566	NUDT18	26194.0	8	21964383	21966932
ENSG00000168453	HR	5172.0	8	21971928	21990897
ENSG00000168476	REEP4	26176.0	8	21995533	21999464
ENSG00000168481	LGI3	18711.0	8	22004338	22014597
ENSG00000168484	SFTPC	10802.0	8	22014426	22021992
ENSG00000168487	BMP1	1067.0	8	22022249	22069839
ENSG00000168490	PHYHIP	16865.0	8	22077222	22089854
ENSG00000168495	POLR3D	1080.0	8	22102617	22112113
ENSG00000197181	PIWIL2	17644.0	8	22132810	22215076
ENSG00000104635	SLC39A14	20858.0	8	22224762	22291642
ENSG00000120910	PPP3CC	9316.0	8	22298332	22398652
ENSG00000120896	SORBS3	30907.0	8	22402499	22433301
ENSG00000120913	PDLIM2	13992.0	8	22435792	22455538
ENSG00000241852	C8orf58	32233.0	8	22457114	22461663
ENSG00000158941	CCAR2	23360.0	8	22462145	22479027
ENSG00000147439	BIN3	1054.0	8	22477931	22526661
ENSG00000179388	EGR3	3240.0	8	22545172	22550815
ENSG00000134020	PEBP4	28319.0	8	22570769	22857513
ENSG00000008853	RHOBTB2	18756.0	8	22844930	22877712
ENSG00000120889	TNFRSF10B	11905.0	8	22877646	22926692
ENSG00000173535	TNFRSF10C	11906.0	8	22941868	22974950
ENSG00000173530	TNFRSF10D	11907.0	8	22993101	23021543
ENSG00000104689	TNFRSF10A	11904.0	8	23047965	23082639
ENSG00000147457	CHMP7	28439.0	8	23101150	23119512
ENSG00000104679	R3HCC1	27329.0	8	23127633	23153792
ENSG00000134013	LOXL2	6666.0	8	23154702	23282841
ENSG00000197217	ENTPD4	14573.0	8	23243296	23315208
ENSG00000147454	SLC25A37	29786.0	8	23386318	23432976
ENSG00000167034	NKX3-1	7838.0	8	23536206	23540440
ENSG00000180053	NKX2-6	32940.0	8	23559964	23564111
ENSG00000159167	STC1	11373.0	8	23699428	23712320
ENSG00000042980	ADAM28	206.0	8	24151553	24216531
ENSG00000134028	ADAMDEC1	16299.0	8	24241798	24263526
ENSG00000069206	ADAM7	214.0	8	24298443	24384483
ENSG00000104722	NEFM	7734.0	8	24770525	24776607
ENSG00000147459	DOCK5	23476.0	8	25042238	25275598
ENSG00000147437	GNRH1	4419.0	8	25276776	25282170
ENSG00000104756	KCTD9	22401.0	8	25285366	25315992
ENSG00000184661	CDCA2	14623.0	8	25316513	25365436
ENSG00000221818	EBF2	19090.0	8	25699246	25902913
ENSG00000221914	PPP2R2A	9304.0	8	26149007	26230196
ENSG00000104765	BNIP3L	1085.0	8	26240414	26363152
ENSG00000240694	PNMA2	9159.0	8	26362202	26371608
ENSG00000092964	DPYSL2	3014.0	8	26371791	26515694
ENSG00000120907	ADRA1A	277.0	8	26605667	26724790
ENSG00000015592	STMN4	16078.0	8	27092840	27115937
ENSG00000104228	TRIM35	16285.0	8	27142404	27168836
ENSG00000120899	PTK2B	9612.0	8	27168999	27316903
ENSG00000120903	CHRNA2	1956.0	8	27317279	27337400
ENSG00000120915	EPHX2	3402.0	8	27348296	27403081
ENSG00000120885	CLU	2095.0	8	27454434	27472548
ENSG00000168077	SCARA3	19000.0	8	27491385	27534293
ENSG00000147419	CCDC25	25591.0	8	27590835	27630170
ENSG00000171320	ESCO2	27230.0	8	27629466	27670157
ENSG00000168078	PBK	18282.0	8	27667137	27695612
ENSG00000168079	SCARA5	28701.0	8	27727399	27850244
ENSG00000189233	NUGGC	33550.0	8	27879481	27941388
ENSG00000134014	ELP3	20696.0	8	27947190	28048673
ENSG00000168081	PNOC	9163.0	8	28174503	28200872
ENSG00000186918	ZNF395	18737.0	8	28203102	28260218
ENSG00000214050	FBXO16	13618.0	8	28205804	28347835
ENSG00000104290	FZD3	4041.0	8	28351729	28431775
ENSG00000012232	EXTL3	3518.0	8	28457986	28613116
ENSG00000246339	EXTL3-AS1	27985.0	8	28553718	28558981
ENSG00000104299	INTS9	25592.0	8	28625178	28747759
ENSG00000147421	HMBOX1	26137.0	8	28747911	28922281
ENSG00000197892	KIF13B	14405.0	8	28924796	29120641
ENSG00000120875	DUSP4	3070.0	8	29190581	29208185
ENSG00000251191	LINC00589	32299.0	8	29531438	29605625
ENSG00000253279	FAM183CP	27827.0	8	29779029	29811240
ENSG00000133872	TMEM66	28789.0	8	29920528	29940723
ENSG00000104660	LEPROTL1	6555.0	8	29952914	30034724
ENSG00000177669	MBOAT4	32311.0	8	29989340	30002202
ENSG00000104671	DCTN6	16964.0	8	30013813	30041156
ENSG00000254109	RBPMS-AS1	48721.0	8	30239635	30242917
ENSG00000157110	RBPMS	19097.0	8	30241944	30429778
ENSG00000197265	GTF2E2	4651.0	8	30435835	30515768
ENSG00000253457	SMIM18	42973.0	8	30496117	30503581
ENSG00000104687	GSR	4623.0	8	30535583	30585443
ENSG00000104695	PPP2CB	9300.0	8	30631973	30671830
ENSG00000133863	TEX15	11738.0	8	30689060	30748122
ENSG00000172733	PURG	17930.0	8	30853321	30891231
ENSG00000165392	WRN	12791.0	8	30891317	31031285
ENSG00000157168	NRG1	7997.0	8	31496902	32622548
ENSG00000172728	FUT10	19234.0	8	33228342	33330940
ENSG00000129696	TTI2	26262.0	8	33330904	33371119
ENSG00000198042	MAK16	13703.0	8	33342268	33358778
ENSG00000133874	RNF122	21147.0	8	33405273	33424643
ENSG00000133878	DUSP26	28161.0	8	33448856	33457624
ENSG00000156687	UNC5D	18634.0	8	35092975	35654068
ENSG00000215262	KCNU1	18867.0	8	36641842	36793646
ENSG00000183779	ZNF703	25883.0	8	37553269	37557537
ENSG00000147475	ERLIN2	1356.0	8	37594117	37616619
ENSG00000147471	PROSC	9457.0	8	37620111	37637283
ENSG00000020181	GPR124	17849.0	8	37641709	37702414
ENSG00000104221	BRF2	17298.0	8	37700786	37707422
ENSG00000156675	RAB11FIP1	30265.0	8	37716136	37756985
ENSG00000169154	GOT1L1	28487.0	8	37791799	37797647
ENSG00000188778	ADRB3	288.0	8	37820516	37824483
ENSG00000187840	EIF4EBP1	3288.0	8	37887859	37917883
ENSG00000129691	ASH2L	744.0	8	37962760	38001594
ENSG00000147465	STAR	11359.0	8	38001167	38008783
ENSG00000175324	LSM1	20472.0	8	38020839	38034248
ENSG00000156735	BAG4	940.0	8	38034051	38070819
ENSG00000085788	DDHD2	29106.0	8	38082736	38133076
ENSG00000147535	PPAPDC1B	25026.0	8	38120648	38126761
ENSG00000147548	WHSC1L1	12767.0	8	38127215	38239790
ENSG00000165046	LETM2	14648.0	8	38243725	38267045
ENSG00000077782	FGFR1	3688.0	8	38268656	38326352
ENSG00000196166	C8orf86	33774.0	8	38368352	38386180
ENSG00000147526	TACC1	11522.0	8	38585704	38710546
ENSG00000169499	PLEKHA2	14336.0	8	38758753	38831428
ENSG00000169495	HTRA4	26909.0	8	38831683	38846181
ENSG00000169490	TM2D2	24127.0	8	38846327	38854343
ENSG00000168615	ADAM9	216.0	8	38854388	38962663
ENSG00000197140	ADAM32	15479.0	8	38964509	39142430
ENSG00000168619	ADAM18	196.0	8	39442008	39587583
ENSG00000104755	ADAM2	198.0	8	39601254	39695808
ENSG00000131203	IDO1	6059.0	8	39759794	39785963
ENSG00000188676	IDO2	27269.0	8	39792133	39873910
ENSG00000176907	C8orf4	1357.0	8	40010989	40012821
ENSG00000165061	ZMAT4	25844.0	8	40388109	40755352
ENSG00000104332	SFRP1	10776.0	8	41119481	41167016
ENSG00000147533	GOLGA7	24876.0	8	41347915	41368499
ENSG00000147536	GINS4	28226.0	8	41386725	41402565
ENSG00000158669	AGPAT6	20880.0	8	41434706	41482520
ENSG00000165066	NKX6-3	26328.0	8	41502697	41508855
ENSG00000029534	ANK1	492.0	8	41510739	41754280
ENSG00000083168	KAT6A	13013.0	8	41786997	41909508
ENSG00000070718	AP3M2	570.0	8	42010464	42029191
ENSG00000104368	PLAT	9051.0	8	42032236	42065242
ENSG00000104365	IKBKB	5960.0	8	42128820	42189973
ENSG00000070501	POLB	9174.0	8	42195972	42229326
ENSG00000104371	DKK4	2894.0	8	42231586	42234750
ENSG00000078668	VDAC3	12674.0	8	42249142	42263415
ENSG00000168575	SLC20A2	10947.0	8	42273993	42397069
ENSG00000176209	SMIM19	25166.0	8	42396298	42409603
ENSG00000147432	CHRNB3	1963.0	8	42552519	42592550
ENSG00000147434	CHRNA6	15963.0	8	42607763	42651535
ENSG00000131931	THAP1	20856.0	8	42691817	42698468
ENSG00000120925	RNF170	25358.0	8	42704780	42752433
ENSG00000168172	HOOK3	23576.0	8	42752075	42885682
ENSG00000168522	FNTA	3782.0	8	42889337	42940931
ENSG00000185900	POMK	26267.0	8	42948658	42978577
ENSG00000165102	HGSNAT	26527.0	8	42995556	43057998
ENSG00000253314	LINC00293	39078.0	8	47733859	47765929
ENSG00000164808	SPIDR	28971.0	8	48173167	48648868
ENSG00000221869	CEBPD	1835.0	8	48649471	48651648
ENSG00000253729	PRKDC	9413.0	8	48685669	48872743
ENSG00000104738	MCM4	6947.0	8	48872745	48890720
ENSG00000169139	UBE2V2	12495.0	8	48920960	48977268
ENSG00000034239	EFCAB1	25678.0	8	49623348	49647870
ENSG00000019549	SNAI2	11094.0	8	49830249	49834299
ENSG00000168333	C8orf22	31745.0	8	49966870	49988649
ENSG00000147481	SNTG1	13740.0	8	50822349	51706678
ENSG00000147485	PXDNL	26359.0	8	52232138	52722005
ENSG00000168300	PCMTD1	30483.0	8	52730140	52811735
ENSG00000147488	ST18	18695.0	8	53023399	53373519
ENSG00000196711	FAM150A	33775.0	8	53446597	53478067
ENSG00000023287	RB1CC1	15574.0	8	53535016	53658403
ENSG00000183729	NPBWR1	4522.0	8	53850991	53853677
ENSG00000082556	OPRK1	8154.0	8	54138284	54164257
ENSG00000047249	ATP6V1H	18303.0	8	54628117	54756118
ENSG00000147509	RGS20	14600.0	8	54764368	54871863
ENSG00000187735	TCEA1	11612.0	8	54879112	54935089
ENSG00000120992	LYPLA1	6737.0	8	54958938	55014577
ENSG00000137547	MRPL15	14054.0	8	55047770	55060461
ENSG00000164736	SOX17	18122.0	8	55370495	55373448
ENSG00000104237	RP1	10263.0	8	55528627	55543394
ENSG00000206579	XKR4	29394.0	8	56014949	56454613
ENSG00000167904	TMEM68	26510.0	8	56608983	56685966
ENSG00000137574	TGS1	17843.0	8	56685701	56738007
ENSG00000254087	LYN	6735.0	8	56792372	56923940
ENSG00000008988	RPS20	10405.0	8	56979854	56987069
ENSG00000172680	MOS	7199.0	8	57025501	57026541
ENSG00000181690	PLAG1	9045.0	8	57073463	57123883
ENSG00000170791	CHCHD7	28314.0	8	57124245	57131357
ENSG00000170786	SDR16C5	30311.0	8	57212569	57233335
ENSG00000181195	PENK	8831.0	8	57349233	57359293
ENSG00000246430	LINC00968	48727.0	8	57408805	57472382
ENSG00000104331	IMPAD1	26019.0	8	57870492	57906403
ENSG00000215117	LINC00588	24494.0	8	58192102	58197290
ENSG00000169122	FAM110B	28587.0	8	58907068	59116838
ENSG00000215114	UBXN2B	27035.0	8	59323823	59364060
ENSG00000167910	CYP7A1	2651.0	8	59402737	59412795
ENSG00000137575	SDCBP	10662.0	8	59465483	59495419
ENSG00000035681	NSMAF	8017.0	8	59496063	59572403
ENSG00000198846	TOX	18988.0	8	59717977	60031767
ENSG00000178538	CA8	1382.0	8	61099906	61193971
ENSG00000104388	RAB2A	9763.0	8	61429416	61536186
ENSG00000171316	CHD7	20626.0	8	61591337	61779465
ENSG00000177182	CLVS1	23139.0	8	61969717	62414204
ENSG00000198363	ASPH	757.0	8	62413116	62627155
ENSG00000185942	NKAIN3	26829.0	8	63161150	63912211
ENSG00000137563	GGH	4248.0	8	63927638	63951730
ENSG00000137561	TTPA	12404.0	8	63961112	63998612
ENSG00000270673	YTHDF3-AS1	48728.0	8	64080284	64081001
ENSG00000185728	YTHDF3	26465.0	8	64081112	64125346
ENSG00000254377	LINC00966	48723.0	8	65285885	65296344
ENSG00000180828	BHLHE22	11963.0	8	65492814	65496181
ENSG00000172817	CYP7B1	2652.0	8	65500320	65711318
ENSG00000104442	ARMC1	17684.0	8	66514694	66546442
ENSG00000066855	MTFR1	29510.0	8	66556969	66683496
ENSG00000205268	PDE7A	8791.0	8	66629745	66754557
ENSG00000147570	DNAJC5B	24138.0	8	66933795	67012751
ENSG00000147573	TRIM55	14215.0	8	67039131	67087720
ENSG00000147571	CRH	2355.0	8	67088620	67090960
ENSG00000253138	LINC00967	48725.0	8	67104328	67109550
ENSG00000179041	RRS1	17083.0	8	67341263	67342966
ENSG00000147576	ADHFE1	16354.0	8	67342420	67383836
ENSG00000169085	C8orf46	28498.0	8	67372238	67430759
ENSG00000185697	MYBL1	7547.0	8	67474410	67526482
ENSG00000175073	VCPIP1	30897.0	8	67540722	67579452
ENSG00000270024	C8orf44-SGK3	48354.0	8	67579831	67772707
ENSG00000213865	C8orf44	25646.0	8	67579850	67597799
ENSG00000104205	SGK3	10812.0	8	67624653	67774257
ENSG00000178460	MCMDC2	26368.0	8	67782984	67834283
ENSG00000261787	TCF24	32275.0	8	67858736	67874825
ENSG00000178125	PPP1R42	33732.0	8	67876334	67968839
ENSG00000121022	COPS5	2240.0	8	67955314	67996018
ENSG00000104218	CSPP1	26193.0	8	67974661	68108498
ENSG00000066777	ARFGEF1	15772.0	8	68085747	68255912
ENSG00000165078	CPA6	17245.0	8	68334360	68658620
ENSG00000046889	PREX2	22950.0	8	68864353	69149265
ENSG00000165084	C8orf34	30905.0	8	69242957	69731257
ENSG00000137573	SULF1	20391.0	8	70378859	70573150
ENSG00000137571	SLCO5A1	19046.0	8	70579282	70747299
ENSG00000147596	PRDM14	14001.0	8	70963886	70983928
ENSG00000140396	NCOA2	7669.0	8	71021997	71316040
ENSG00000067167	TRAM1	20568.0	8	71485677	71520622
ENSG00000147592	LACTB2	18512.0	8	71547553	71581409
ENSG00000221947	XKR9	20937.0	8	71581600	71702606
ENSG00000104313	EYA1	3519.0	8	72109668	72274467
ENSG00000178860	MSC	7321.0	8	72753784	72756703
ENSG00000104321	TRPA1	497.0	8	72932152	72987852
ENSG00000182674	KCNB2	6232.0	8	73449626	73850584
ENSG00000147601	TERF1	11728.0	8	73921099	73960357
ENSG00000164764	SBSPON	30362.0	8	73976775	74036323
ENSG00000147604	RPL7	10363.0	8	74202506	74208024
ENSG00000121039	RDH10	19975.0	8	74206847	74237516
ENSG00000253302	STAU2-AS1	44101.0	8	74332239	74353761
ENSG00000040341	STAU2	11371.0	8	74332604	74659943
ENSG00000104343	UBE2W	25616.0	8	74692332	74791145
ENSG00000154582	TCEB1	11617.0	8	74851404	74884522
ENSG00000175606	TMEM70	26050.0	8	74884672	74895018
ENSG00000154589	LY96	17156.0	8	74903587	74941322
ENSG00000104369	JPH1	14201.0	8	75146935	75233563
ENSG00000104381	GDAP1	15968.0	8	75233365	75401107
ENSG00000137558	PI15	8946.0	8	75736772	75767264
ENSG00000121005	CRISPLD1	18206.0	8	75896750	75946793
ENSG00000249395	CASC9	48906.0	8	76135639	76236976
ENSG00000164749	HNF4G	5026.0	8	76320149	76479078
ENSG00000271167	LINC01109	49235.0	8	77316293	77319373
ENSG00000254300	LINC01111	49237.0	8	77318889	77436591
ENSG00000253661	ZFHX4-AS1	44165.0	8	77403435	77595513
ENSG00000091656	ZFHX4	30939.0	8	77593454	77779521
ENSG00000164751	PEX2	9717.0	8	77892494	77913280
ENSG00000171033	PKIA	9017.0	8	79428374	79517502
ENSG00000104427	ZC2HC1A	24277.0	8	79578282	79632000
ENSG00000104432	IL7	6023.0	8	79587978	79717758
ENSG00000104435	STMN2	10577.0	8	80523049	80578410
ENSG00000164683	HEY1	4880.0	8	80676245	80680098
ENSG00000147586	MRPS28	14513.0	8	80830952	80942524
ENSG00000076554	TPD52	12005.0	8	80870571	81143467
ENSG00000205189	ZBTB10	30953.0	8	81397854	81438500
ENSG00000164684	ZNF704	32291.0	8	81540686	81787016
ENSG00000076641	PAG1	30043.0	8	81880045	82024303
ENSG00000164687	FABP5	3560.0	8	82192598	82197012
ENSG00000147588	PMP2	9117.0	8	82352561	82359758
ENSG00000205186	FABP9	3563.0	8	82370576	82373814
ENSG00000170323	FABP4	3559.0	8	82390654	82395498
ENSG00000197416	FABP12	34524.0	8	82437216	82443613
ENSG00000133731	IMPA1	6050.0	8	82570196	82598928
ENSG00000253598	SLC10A5	22981.0	8	82605842	82608409
ENSG00000104231	ZFAND1	25858.0	8	82613569	82645138
ENSG00000164695	CHMP4C	30599.0	8	82644669	82671750
ENSG00000104497	SNX16	14980.0	8	82711816	82755101
ENSG00000184672	RALYL	27036.0	8	85095022	85834079
ENSG00000133739	LRRCC1	29373.0	8	86019382	86058311
ENSG00000133740	E2F5	3119.0	8	86089460	86129387
ENSG00000176731	C8orf59	32235.0	8	86126311	86132650
ENSG00000185015	CA13	14914.0	8	86132816	86196302
ENSG00000133742	CA1	1368.0	8	86239837	86291243
ENSG00000164879	CA3	1374.0	8	86285665	86361269
ENSG00000104267	CA2	1373.0	8	86376081	86393722
ENSG00000205176	REXO1L1P	24660.0	8	86568695	86575726
ENSG00000223524	REXO1L11P	44434.0	8	86747543	86749570
ENSG00000255940	REXO1L10P	44433.0	8	86756718	86758745
ENSG00000147614	ATP6V0D2	18266.0	8	86999552	87166457
ENSG00000147613	PSKH2	18997.0	8	87060602	87100850
ENSG00000164893	SLC7A13	23092.0	8	87226281	87333375
ENSG00000123124	WWP1	17004.0	8	87354967	87490649
ENSG00000176623	RMDN1	24285.0	8	87480486	87526586
ENSG00000085719	CPNE3	2316.0	8	87497059	87573726
ENSG00000170289	CNGB3	2153.0	8	87566205	87755903
ENSG00000176571	CNBD1	26663.0	8	87878670	88627447
ENSG00000176566	DCAF4L2	26657.0	8	88882973	88886296
ENSG00000156103	MMP16	7162.0	8	89044237	89340254
ENSG00000104312	RIPK2	10020.0	8	90769975	90803291
ENSG00000164823	OSGIN2	1355.0	8	90914087	90940116
ENSG00000104320	NBN	7652.0	8	90945564	91015456
ENSG00000104325	DECR1	2753.0	8	91013633	91064320
ENSG00000104327	CALB1	1434.0	8	91070836	91107703
ENSG00000253394	LINC00534	43643.0	8	91233716	91581546
ENSG00000253799	LINC01030	49016.0	8	91605032	91618293
ENSG00000180694	TMEM64	25441.0	8	91634223	91803860
ENSG00000123119	NECAB1	20983.0	8	91803778	91971636
ENSG00000253250	C8orf88	44672.0	8	91970865	91997485
ENSG00000155099	TMEM55A	25452.0	8	92006024	92053292
ENSG00000155100	OTUD6B	24281.0	8	92082424	92099323
ENSG00000214954	LRRC69	34303.0	8	92114060	92231464
ENSG00000147606	SLC26A7	14467.0	8	92221722	92410378
ENSG00000079102	RUNX1T1	1535.0	8	92967203	93115514
ENSG00000205133	TRIQK	27828.0	8	93895758	94029901
ENSG00000254318	C8orf87	42974.0	8	94146324	94179079
ENSG00000246662	LINC00535	43644.0	8	94225531	94712661
ENSG00000188343	FAM92A1	30452.0	8	94710789	94743755
ENSG00000183808	RBM12B	32310.0	8	94741584	94753245
ENSG00000212998	RBM12B-AS1	28818.0	8	94752349	94753001
ENSG00000164953	TMEM67	28396.0	8	94767072	94831462
ENSG00000164951	PDP1	9279.0	8	94870035	94938294
ENSG00000264448	MIR378D2	41797.0	8	94927962	94928910
ENSG00000079112	CDH17	1756.0	8	95139399	95229531
ENSG00000164949	GEM	4234.0	8	95261481	95274578
ENSG00000197275	RAD54B	17228.0	8	95384188	95487337
ENSG00000265817	FSBP	43653.0	8	95390605	95449180
ENSG00000164944	KIAA1429	24500.0	8	95499921	95565757
ENSG00000104413	ESRP1	25966.0	8	95653302	95719694
ENSG00000156162	DPY19L4	27829.0	8	95731931	95806064
ENSG00000164941	INTS8	26048.0	8	95825539	95893974
ENSG00000175305	CCNE2	1590.0	8	95891998	95908906
ENSG00000156170	NDUFAF6	28625.0	8	95907995	96128683
ENSG00000164938	TP53INP1	18022.0	8	95938200	95961639
ENSG00000245080	MIR3150A	38362.0	8	96079036	96085410
ENSG00000175895	PLEKHF2	20757.0	8	96146032	96168912
ENSG00000156172	C8orf37	27232.0	8	96257147	96281429
ENSG00000156466	GDF6	4221.0	8	97154562	97173020
ENSG00000156467	UQCRB	12582.0	8	97238148	97247862
ENSG00000156469	MTERFD1	24258.0	8	97251626	97273838
ENSG00000156471	PTDSS1	9587.0	8	97273943	97349223
ENSG00000169439	SDC2	10659.0	8	97505579	97624000
ENSG00000104324	CPQ	16910.0	8	97657455	98161882
ENSG00000180543	TSPYL5	29367.0	8	98285717	98290176
ENSG00000147649	MTDH	29608.0	8	98656407	98740998
ENSG00000104341	LAPTM4B	13646.0	8	98787285	98865241
ENSG00000132561	MATN2	6908.0	8	98881068	99048944
ENSG00000156482	RPL30	10333.0	8	99037079	99058697
ENSG00000177459	C8orf47	26823.0	8	99076539	99105838
ENSG00000132541	HRSP12	16897.0	8	99114572	99129469
ENSG00000104356	POP1	30129.0	8	99129525	99172062
ENSG00000104361	NIPAL2	25854.0	8	99202061	99306621
ENSG00000104375	STK3	11406.0	8	99413631	99955055
ENSG00000156486	KCNS2	6301.0	8	99439250	99445076
ENSG00000164920	OSR2	15830.0	8	99956631	99964332
ENSG00000132549	VPS13B	2183.0	8	100025494	100889808
ENSG00000164919	COX6C	2285.0	8	100885428	100906290
ENSG00000132554	RGS22	24499.0	8	100973164	101143496
ENSG00000156509	FBXO43	28521.0	8	101145588	101158028
ENSG00000147669	POLR2K	9198.0	8	101162812	101166230
ENSG00000104450	SPAG1	11212.0	8	101170134	101271506
ENSG00000034677	RNF19A	13432.0	8	101269288	101348446
ENSG00000186106	ANKRD46	27229.0	8	101521980	101572012
ENSG00000174226	SNX31	28605.0	8	101585116	101675643
ENSG00000070756	PABPC1	8554.0	8	101698044	101735037
ENSG00000164924	YWHAZ	12855.0	8	101928753	101965616
ENSG00000120963	ZNF706	24992.0	8	102190106	102218421
ENSG00000083307	GRHL2	2799.0	8	102504660	102681954
ENSG00000104490	NCALD	7655.0	8	102698771	103137135
ENSG00000048392	RRM2B	17296.0	8	103216730	103251346
ENSG00000104517	UBR5	16806.0	8	103265240	103425069
ENSG00000155087	ODF1	8113.0	8	103563800	103573245
ENSG00000155090	KLF10	11810.0	8	103661007	103668130
ENSG00000155096	AZIN1	16432.0	8	103838585	103906092
ENSG00000155097	ATP6V1C1	856.0	8	104033291	104085279
ENSG00000236939	C8orf56	28595.0	8	104145191	104153703
ENSG00000164929	BAALC	14333.0	8	104152938	104242533
ENSG00000164930	FZD6	4044.0	8	104310661	104345094
ENSG00000164932	CTHRC1	18831.0	8	104383743	104395225
ENSG00000164933	SLC25A32	29683.0	8	104410863	104427417
ENSG00000164934	DCAF13	24535.0	8	104426942	104455681
ENSG00000176406	RIMS2	17283.0	8	104512976	105268322
ENSG00000147647	DPYS	3013.0	8	105342552	105479281
ENSG00000164935	DCSTAMP	18549.0	8	105351315	105368917
ENSG00000147650	LRP12	31708.0	8	105501459	105601252
ENSG00000169946	ZFPM2	16700.0	8	106330920	106816760
ENSG00000164830	OXR1	15822.0	8	107282473	107764922
ENSG00000174429	ABRA	30655.0	8	107771711	107782473
ENSG00000154188	ANGPT1	484.0	8	108261721	108510283
ENSG00000147655	RSPO2	28583.0	8	108911544	109095913
ENSG00000104408	EIF3E	3277.0	8	109213445	109447562
ENSG00000104412	EMC2	28963.0	8	109455830	109499145
ENSG00000164841	TMEM74	26409.0	8	109619079	109799844
ENSG00000174417	TRHR	12299.0	8	110098850	110131813
ENSG00000120526	NUDCD1	24306.0	8	110253148	110346614
ENSG00000120533	ENY2	24449.0	8	110346553	110358182
ENSG00000205038	PKHD1L1	20313.0	8	110374706	110542559
ENSG00000147654	EBAG9	3123.0	8	110551940	110578225
ENSG00000147642	SYBU	26011.0	8	110586207	110704020
ENSG00000164794	KCNV1	18861.0	8	110975874	110988076
ENSG00000164796	CSMD3	19291.0	8	113235157	114449328
ENSG00000104447	TRPS1	12340.0	8	116420724	116821899
ENSG00000249917	LINC00536	43645.0	8	116962736	117337297
ENSG00000147677	EIF3H	3273.0	8	117654369	117779164
ENSG00000147679	UTP23	28224.0	8	117778742	117861702
ENSG00000164754	RAD21	9811.0	8	117858174	117887105
ENSG00000253327	RAD21-AS1	32158.0	8	117886663	117889107
ENSG00000205002	AARD	33842.0	8	117950438	117956726
ENSG00000164756	SLC30A8	20303.0	8	117962512	118188953
ENSG00000164758	MED30	23032.0	8	118532952	118552501
ENSG00000182197	EXT1	3512.0	8	118806729	119124092
ENSG00000177570	SAMD12	31750.0	8	119201698	119634234
ENSG00000164761	TNFRSF11B	11909.0	8	119935796	119964439
ENSG00000184374	COLEC10	2220.0	8	120007691	120118821
ENSG00000147676	MAL2	13634.0	8	120177273	120257913
ENSG00000136999	NOV	7885.0	8	120428546	120436593
ENSG00000136960	ENPP2	3357.0	8	120569326	120685693
ENSG00000064313	TAF2	11536.0	8	120743015	120845103
ENSG00000136982	DSCC1	24453.0	8	120846216	120868250
ENSG00000155792	DEPTOR	22953.0	8	120885957	121063152
ENSG00000187955	COL14A1	2191.0	8	121072019	121384275
ENSG00000172172	MRPL13	14278.0	8	121393000	121457642
ENSG00000172167	MTBP	7417.0	8	121457640	121554373
ENSG00000172164	SNTB1	11168.0	8	121547985	121825513
ENSG00000170961	HAS2	4819.0	8	122624356	122653630
ENSG00000248690	HAS2-AS1	34340.0	8	122651533	122656933
ENSG00000253819	LINC01151	49471.0	8	123682624	123706345
ENSG00000178764	ZHX2	18513.0	8	123793633	123986750
ENSG00000136986	DERL1	28454.0	8	124025404	124054663
ENSG00000156787	TBC1D31	30888.0	8	124054208	124164393
ENSG00000147689	FAM83A	28210.0	8	124191200	124222314
ENSG00000204949	FAM83A-AS1	48658.0	8	124213412	124214983
ENSG00000189376	C8orf76	25924.0	8	124232196	124253638
ENSG00000259305	ZHX1-C8ORF76	42975.0	8	124238431	124279627
ENSG00000165156	ZHX1	12871.0	8	124260696	124287781
ENSG00000156802	ATAD2	30123.0	8	124332090	124428590
ENSG00000156795	WDYHV1	25490.0	8	124428965	124479470
ENSG00000156804	FBXO32	16731.0	8	124510129	124553446
ENSG00000175946	KLHL38	34435.0	8	124657767	124665190
ENSG00000104537	ANXA13	536.0	8	124693034	124749647
ENSG00000176853	FAM91A1	26306.0	8	124780696	124827692
ENSG00000214814	FER1L6	28065.0	8	124864227	125132302
ENSG00000181171	FER1L6-AS1	26652.0	8	124996378	125053023
ENSG00000253868	FER1L6-AS2	26534.0	8	125058314	125183763
ENSG00000164983	TMEM65	25203.0	8	125324231	125384933
ENSG00000183665	TRMT12	26091.0	8	125463048	125474391
ENSG00000245149	RNF139-AS1	48940.0	8	125474726	125486817
ENSG00000170881	RNF139	17023.0	8	125486979	125500155
ENSG00000147687	TATDN1	24220.0	8	125500726	125551699
ENSG00000147684	NDUFB9	7704.0	8	125551344	125580751
ENSG00000170873	MTSS1	20443.0	8	125563031	125740730
ENSG00000249816	LINC00964	27226.0	8	125860979	125966570
ENSG00000180938	ZNF572	26758.0	8	125985540	125991631
ENSG00000104549	SQLE	11279.0	8	126010739	126034525
ENSG00000164961	KIAA0196	28984.0	8	126036502	126104082
ENSG00000253167	KIAA0196-AS1	43440.0	8	126052926	126057231
ENSG00000156831	NSMCE2	26513.0	8	126103921	126379362
ENSG00000173334	TRIB1	16891.0	8	126442563	126450647
ENSG00000245164	LINC00861	45133.0	8	126934552	126963493
ENSG00000168672	FAM84B	24166.0	8	127564687	127570638
ENSG00000253438	PCAT1	43022.0	8	127859300	128033259
ENSG00000253264	PCAT2	45089.0	8	128084939	128094466
ENSG00000254166	CASC19	49476.0	8	128197880	128215467
ENSG00000247844	CCAT1	45128.0	8	128220111	128231333
